,Unnamed: 0,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
6172,6173,Virtual Kasparov,GBA,2002,Strategy,Titus,10000,10000,0,0
6174,6175,The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,80000,40000,0,10000
6189,6190,Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,20000,0,10000
6251,6252,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,30000,20000,0,0
6264,6265,Chess,PS,2001,Strategy,Success,50000,40000,0,10000
6277,6278,Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0,0,260000,0
6278,6279,Return Fire,PS,1996,Strategy,Time Warner Interactive,50000,30000,0,10000
6327,6328,LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1070000,360000,0,120000
6369,6370,SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,0,0,190000,0
6376,6377,Caesar III,PC,1998,Strategy,Vivendi Games,0,30000,0,10000
6450,6451,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0,20000,0,10000
6476,6477,Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,130000,20000,0,10000
6490,6491,Mini-Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment,0,0,370000,0
6504,6505,Front Mission Alternative,PS,1997,Strategy,SquareSoft,0,0,130000,10000
6524,6525,Black & White 2,PC,2005,Strategy,Electronic Arts,10000,70000,0,10000
6530,6531,SD Gundam G Generation Spirits,PS2,2007,Strategy,Namco Bandai Games,0,0,380000,0
6555,6556,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0,0,50000,0
6559,6560,Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0,0,480000,30000
6592,6593,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007,Strategy,Konami Digital Entertainment,30000,200000,100000,110000
6611,6612,Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,60000,40000,0,10000
6612,6613,Gladius,PS2,2003,Strategy,Activision,100000,80000,0,30000
6647,6648,Theme Hospital,PS,1998,Strategy,Electronic Arts,30000,20000,30000,10000
6659,6660,Warhammer: Battle March,X360,2008,Strategy,Deep Silver,90000,20000,0,10000
6670,6671,The Legend of Korra (3DS),3DS,2014,Strategy,Activision,20000,0,0,0
6680,6681,Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,Atari,80000,30000,0,0
6692,6693,SD Gundam G Generation Wars,PS2,2009,Strategy,Namco Bandai Games,0,0,310000,0
6718,6719,Moe Moe 2-Ji Daisenryaku 2,PSP,2010,Strategy,System Soft,0,0,10000,0
6721,6722,Super Robot Taisen: Scramble Commander,PS2,2003,Strategy,Banpresto,0,0,190000,0
6760,6761,Front Mission 2089: Border of Madness,DS,2008,Strategy,Square Enix,0,0,50000,0
6778,6779,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0,0,60000,0
6803,6804,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,220000,90000,0,30000
6888,6889,State of Decay,XOne,2015,Strategy,Microsoft Game Studios,140000,50000,0,20000
6969,6970,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0,0,20000,0
6985,6986,Command & Conquer: Red Alert Retaliation,PS,1998,Strategy,Virgin Interactive,390000,270000,0,50000
6989,6990,SD Gundam G Generation Seed,PS2,2004,Strategy,Namco Bandai Games,0,0,400000,0
7001,7002,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,70000,100000,0,30000
7017,7018,Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision,60000,20000,0,10000
7023,7024,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,820000,650000,0,190000
7059,7060,Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0,0,80000,0
7063,7064,Front Mission,DS,2007,Strategy,Square Enix,10000,0,30000,0
7106,7107,Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,0,0,30000,0
7111,7112,Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,0,0,380000,0
7117,7118,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,0,0,330000,0
7121,7122,Zoo Tycoon DS,DS,2005,Strategy,THQ,860000,40000,10000,80000
7123,7124,Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0,0,120000,0
7124,7125,Monster Garage,XB,2004,Strategy,Activision Value,50000,10000,0,0
7134,7135,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,190000,20000,0,20000
7176,7177,Kessen II,PS2,2001,Strategy,THQ,130000,100000,200000,30000
7211,7212,Chaos Wars,PS2,2006,Strategy,Idea Factory,0,0,40000,0
7285,7286,Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,0,0,60000,0
7297,7298,Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0,10000,0,0
7300,7301,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0,40000,0,0
7319,7320,Battalion Wars,GC,2005,Strategy,Nintendo,250000,70000,70000,10000
7352,7353,Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,90000,30000,0,20000
7364,7365,Angelique Duet,PS,1998,Strategy,Tecmo Koei,0,0,40000,0
7370,7371,Stronghold 3,PC,2011,Strategy,unknown,60000,100000,0,0
7374,7375,StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,180000,290000,0,40000
7376,7377,Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,50000,0,10000
7403,7404,Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0,0,580000,0
7407,7408,PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,110000,0,0,10000
7421,7422,Kakyuusei,SAT,1997,Strategy,Elf,0,0,280000,0
7447,7448,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007,Strategy,D3Publisher,0,0,10000,0
7469,7470,Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,20000,10000,0,0
7478,7479,Shining Force III,SAT,1997,Strategy,Sega,0,0,130000,0
7490,7491,World in Conflict,PC,2007,Strategy,Vivendi Games,0,30000,0,10000
7493,7494,Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,20000,10000,0,0
7530,7531,Army Men: RTS,PS2,2002,Strategy,3DO,50000,40000,0,10000
7549,7550,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,150000,40000,0,20000
7560,7561,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,Acquire,0,0,80000,0
7573,7574,Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0,10000,0,0
7576,7577,Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,50000,0
7588,7589,XCOM 2,PC,2016,Strategy,Take-Two Interactive,90000,100000,0,20000
7597,7598,Stronghold,PC,2001,Strategy,Gathering of Developers,0,90000,0,20000
7601,7602,Super Robot Taisen A,GBA,2001,Strategy,Banpresto,0,0,350000,10000
7613,7614,Ojyousama Express,PS,1998,Strategy,Media Works,0,0,60000,0
7636,7637,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,20000,0,0
7739,7740,A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0,30000,0,10000
7764,7765,Men of War,PC,2009,Strategy,505 Games,10000,20000,0,10000
7770,7771,SD Gundam: Gashapon Wars,GC,2005,Strategy,Namco Bandai Games,0,0,70000,0
7781,7782,Syndicate,PC,1992,Strategy,Electronic Arts,0,50000,0,10000
7817,7818,Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,60000,50000,70000,20000
7841,7842,Supreme Commander,X360,2008,Strategy,505 Games,70000,10000,0,10000
7900,7901,Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0,0,130000,10000
7970,7971,Nobunaga's Ambition II,3DS,2015,Strategy,Tecmo Koei,0,0,40000,0
7971,7972,Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,50000,10000,10000
7977,7978,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,10000,30000,0,10000
8028,8029,Railroad Tycoon II,PS,1999,Strategy,PopTop Software,60000,40000,0,10000
8044,8045,Dragon Ball Heroes: Ultimate Mission 2,3DS,2014,Strategy,Namco Bandai Games,0,0,310000,0
8047,8048,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,Strategy,THQ,0,20000,0,0
8057,8058,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0,0,30000,0
8070,8071,Worms World Party,GBA,2002,Strategy,Ubisoft,40000,10000,0,0
8083,8084,Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,30000,20000,0,10000
8087,8088,Spore Galactic Adventures,PC,2009,Strategy,Electronic Arts,0,10000,0,0
8101,8102,Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,0,0,110000,0
8123,8124,Desktop Tower Defense,DS,2009,Strategy,THQ,110000,0,0,10000
8151,8152,R.U.S.E.,X360,2010,Strategy,Ubisoft,120000,120000,0,30000
8182,8183,Tennis no Oji-Sama: Card Hunter,PS2,2007,Strategy,Konami Digital Entertainment,0,0,20000,0
8189,8190,Shining Force III: Scenario 2,SAT,1998,Strategy,Sega,0,0,50000,0
8265,8266,Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0,0,130000,0
8278,8279,FabStyle,DS,2011,Strategy,Tecmo Koei,0,0,80000,0
8285,8286,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009,Strategy,Namco Bandai Games,0,0,70000,0
8292,8293,Pikmin,GC,2001,Strategy,Nintendo,780000,250000,560000,40000
8330,8331,XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,260000,360000,0,100000
8340,8341,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,90000,70000,0,20000
8380,8381,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,10000,0,0
8461,8462,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,10000,40000,0,10000
8527,8528,Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0,0,20000,0
8528,8529,Theme Hospital,PC,1997,Strategy,Electronic Arts,2300000,100000,0,0
8561,8562,Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0,0,210000,0
8568,8569,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,10000,10000,0,0
8585,8586,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,120000,30000,0,10000
8588,8589,SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,0,0,260000,0
8605,8606,Sid Meier's Pirates!,PSP,2007,Strategy,Take-Two Interactive,160000,10000,0,20000
8626,8627,SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,0,0,270000,0
8637,8638,Imperium Romanum,PC,2008,Strategy,Kalypso Media,0,10000,0,0
8694,8695,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,50000,0,10000
8703,8704,Metal Gear Ac!d 2,PSP,2005,Strategy,Konami Digital Entertainment,110000,10000,50000,10000
8728,8729,STORM: Frontline Nation,PC,2011,Strategy,Unknown,0,10000,0,0
8763,8764,The Adventures of Darwin,PS2,2006,Strategy,Essential Games,10000,0,30000,0
8853,8854,Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,100000,10000,0,10000
8870,8871,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Strategy,Tecmo Koei,0,0,30000,0
8890,8891,Kagero: Deception II,PS,1998,Strategy,Virgin Interactive,30000,20000,220000,20000
8900,8901,SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0,0,200000,0
8910,8911,Front Mission,SNES,1995,Strategy,SquareSoft,0,0,600000,0
8921,8922,Front Mission 3,PS,1999,Strategy,SquareSoft,100000,70000,310000,30000
8950,8951,Meru Purana,PS,1996,Strategy,Gust,0,0,10000,0
8975,8976,Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,300000,0,320000,0
9152,9153,Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,20000,0,0
9179,9180,Tycoon City: New York,PC,2006,Strategy,Atari,0,20000,0,0
9200,9201,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1530000,820000,40000,240000
9232,9233,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,50000,30000,40000,10000
9243,9244,Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,10000,10000,0,0
9276,9277,Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo,0,0,200000,0
9300,9301,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,160000,60000,0,20000
9315,9316,RollerCoaster Tycoon,XB,2003,Strategy,Atari,100000,30000,0,0
9325,9326,Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0,0,130000,0
9332,9333,Langrisser IV,SAT,1997,Strategy,NCS,0,0,110000,0
9337,9338,Supreme Commander 2,X360,2010,Strategy,Square Enix,230000,100000,0,30000
9356,9357,Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,10000,40000,0,10000
9365,9366,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,380000,370000,0,90000
9383,9384,LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,810000,380000,0,120000
9468,9469,San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0,0,40000,0
9494,9495,Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,0,0,180000,10000
9522,9523,Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,0,0,30000,0
9528,9529,L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0,0,100000,0
9547,9548,Gladius,GC,2003,Strategy,Activision,60000,10000,0,0
9650,9651,Pokemon Stadium,N64,1999,Strategy,Nintendo,3180000,1240000,940000,90000
9653,9654,Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,240000,30000,0,20000
9690,9691,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,80000,10000,0,10000
9716,9717,Dune 2000,PS,1999,Strategy,Electronic Arts,140000,90000,0,20000
9719,9720,Thrillville,PSP,2006,Strategy,Atari,180000,0,0,20000
9732,9733,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,50000,40000,0,10000
9742,9743,The Settlers IV,PC,2001,Strategy,Blue Byte,0,20000,0,0
9769,9770,Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,90000,0,0,10000
9781,9782,Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0,330000,0,30000
9797,9798,R-Type Command,PSP,2007,Strategy,Rising Star Games,50000,0,10000,10000
9806,9807,Musou Tourou,PSP,2009,Strategy,Nippon Ichi Software,0,0,10000,0
9812,9813,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0,0,20000,0
9849,9850,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,10000,0,0
9872,9873,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0,0,20000,0
9887,9888,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,110000,20000,20000,10000
9909,9910,Worms: Open Warfare,PSP,2006,Strategy,THQ,110000,430000,0,240000
9937,9938,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0,0,70000,0
9976,9977,Empire Deluxe,PC,1992,Strategy,New World Computing,10000,0,0,0
10031,10032,Ultimate Card Games DS,DS,2008,Strategy,Telegames,80000,0,0,10000
10070,10071,Worms 3D,GC,2003,Strategy,Sega,50000,10000,0,0
10090,10091,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,50000,0,10000
10105,10106,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2040000,40000,0,0
10147,10148,Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0,0,300000,0
10216,10217,McDROID,PSP,2011,Strategy,Namco Bandai Games,0,0,50000,0
10273,10274,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0,60000,0,20000
10325,10326,Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,20000,0,0
10372,10373,Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0,20000,0,0
10378,10379,Black/Matrix,SAT,1998,Strategy,NEC Interchannel,0,0,80000,0
10460,10461,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,80000,10000,0,10000
10462,10463,Ojyousama Express,SAT,1998,Strategy,Media Works,0,0,30000,0
10469,10470,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0,30000,0,10000
10504,10505,Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei,0,0,20000,0
10539,10540,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,180000,230000,0,50000
10548,10549,Codename: Panzers Phase Two,PC,2005,Strategy,CDV Software Entertainment,0,10000,0,0
10600,10601,End of Nations,PC,2012,Strategy,Trion Worlds,10000,0,0,0
10606,10607,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,30000,0,0
10627,10628,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,60000,0
10710,10711,Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,350000,50000,0,30000
10730,10731,Star Wars: Empire at War,PC,2006,Strategy,LucasArts,10000,60000,0,20000
10839,10840,Fire Emblem,GBA,2003,Strategy,Nintendo,490000,180000,290000,10000
10883,10884,Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,0,0,50000,0
10887,10888,Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,210000,20000,0,20000
10904,10905,Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,20000,10000,0,0
10905,10906,San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0,0,120000,0
10916,10917,History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,50000,0,0,0
10943,10944,Plants vs. Zombies,X360,2010,Strategy,PopCap Games,240000,0,0,20000
10948,10949,Worms,X360,2007,Strategy,Microsoft Game Studios,0,20000,0,0
10985,10986,Empire Earth III,PC,2007,Strategy,Vivendi Games,0,30000,0,10000
10992,10993,Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0,30000,0,10000
11030,11031,Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,70000,50000,0,10000
11051,11052,Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,Konami Digital Entertainment,20000,10000,0,0
11060,11061,Populous DS,DS,2008,Strategy,Rising Star Games,70000,0,20000,10000
11074,11075,Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,0,100000,0,20000
11128,11129,Angry Birds Star Wars,PS4,2013,Strategy,Activision,100000,80000,0,30000
11147,11148,Tropico 4,PC,2011,Strategy,Kalypso Media,100000,130000,0,40000
11227,11228,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0,0,80000,0
11230,11231,Chessmaster II,PS,1998,Strategy,Mindscape,80000,60000,0,10000
11231,11232,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,890000,1080000,0,110000
11238,11239,The Train Giant,PC,2012,Strategy,Ascaron Entertainment,0,10000,0,0
11242,11243,Amazing Island,GC,2004,Strategy,Sega,40000,10000,0,0
11258,11259,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009,Strategy,Electronic Arts,140000,170000,0,60000
11275,11276,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0,260000,0,60000
11277,11278,Full Spectrum Warrior,XB,2004,Strategy,THQ,540000,160000,0,30000
11310,11311,Rome: Total War - Gold Edition,PC,2006,Strategy,Sega,0,30000,0,10000
11317,11318,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,10000,80000,0,20000
11322,11323,Brigandine: The Legend of Forsena,PS,1998,Strategy,Atlus,50000,30000,0,10000
11384,11385,"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,50000,10000,0,10000
11408,11409,Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami Digital Entertainment,400000,150000,0,10000
11410,11411,Our House,DS,2009,Strategy,Majesco Entertainment,150000,0,0,10000
11426,11427,Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,0,0,20000,0
11553,11554,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1640000,360000,0,70000
11588,11589,Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0,0,100000,0
11635,11636,Quo Vadis,SAT,1995,Strategy,Glams,0,0,80000,0
11639,11640,Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,110000,10000,0,10000
11655,11656,Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,20000,0,0,0
11657,11658,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,100000,10000,0,10000
11661,11662,Romance of the Three Kingdoms II,SNES,1991,Strategy,Tecmo Koei,0,0,250000,0
11679,11680,Hogs of War,PS,2000,Strategy,Infogrames,10000,10000,0,0
11694,11695,RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1190000,50000,0,0
11749,11750,Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,320000,220000,10000,100000
11757,11758,Angry Birds Star Wars,Wii,2013,Strategy,Activision,210000,100000,0,30000
11772,11773,Kidou Senkan Nadesico,SAT,1997,Strategy,Sega,0,0,150000,0
11778,11779,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0,60000,0,10000
11810,11811,Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,20000,10000,0,0
11926,11927,RollerCoaster Tycoon: Gold Edition,PC,2002,Strategy,Infogrames,10000,0,0,0
11929,11930,PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0,0,40000,0
11941,11942,Worms Forts: Under Siege,XB,2004,Strategy,Sega,50000,10000,0,0
11956,11957,Stormrise,X360,2009,Strategy,Sega,110000,30000,0,10000
11962,11963,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,490000,190000,10000,100000
12001,12002,Napoleon: Total War,PC,2010,Strategy,Sega,20000,520000,0,120000
12004,12005,"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0,450000,0,20000
12029,12030,San Goku Shi Taisen DS,DS,2007,Strategy,Sega,0,0,160000,0
12035,12036,StarCraft,PC,1998,Strategy,Activision,0,40000,0,10000
12062,12063,Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0,30000,0,10000
12085,12086,Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios,0,10000,0,0
12096,12097,Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0,20000,0,0
12099,12100,Worms Reloaded,PC,2010,Strategy,Team17 Software,0,40000,0,10000
12113,12114,Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,40000,30000,0,10000
12127,12128,East India Company,PC,2009,Strategy,Paradox Interactive,10000,0,0,0
12187,12188,Demigod,PC,2009,Strategy,Atari,0,20000,0,0
